timestamp,gimbal_position_deg,gimbal_speed_hz,wheel_speed_hz,wheel_accel_rad_s2,tmp_bot_C,tmp_top_C,cur_3v3_A,cur_5V_A,vol_3v3_V,vol_5V_V
5/29/2025 1:27,233.218,0,142.21,-13.425,26.2,26.5,0.093,0.467,3.257,4.947
5/29/2025 1:27,233.135,0,143.38,33.262,26.3,26.4,0.096,0.48,3.257,4.949
5/29/2025 1:27,233.322,0,142.25,-10.979,26.4,26.5,0.099,0.471,3.257,4.947
5/29/2025 1:27,233.685,0,142.38,-6.0957,26.5,26.6,0.095,0.46,3.257,4.951
5/29/2025 1:27,233.47,0,142.99,18.002,26.5,26.4,0.095,0.452,3.257,4.953
5/29/2025 1:27,233.306,0,142.21,-8.2365,26.2,26.4,0.1,0.475,3.257,4.947
5/29/2025 1:27,233.597,0,143.34,35.087,26.2,26.5,0.095,0.436,3.257,4.947
5/29/2025 1:27,232.927,0,142.17,-14.944,26.7,26.4,0.095,0.44,3.257,4.946
5/29/2025 1:27,233.031,0,142.21,-13.425,26.4,26.5,0.099,0.391,3.256,4.951
5/29/2025 1:27,233.597,0,142.25,-10.979,26.5,26.5,0.096,0.375,3.259,4.955
5/29/2025 1:27,233.745,0.001,142.17,-14.944,26.5,26.4,0.098,0.384,3.259,4.955
5/29/2025 1:27,233.366,0,142.21,-8.2365,26.6,26.4,0.096,0.399,3.257,4.947
5/29/2025 1:27,233.514,0,142.08,-10.061,26.5,26.4,0.096,0.4,3.257,4.949
5/29/2025 1:27,233.575,0,142.13,-10.979,26.4,26.4,0.096,0.386,3.259,4.955
5/29/2025 1:27,233.663,0,142.73,13.425,26.5,26.4,0.09,0.435,3.259,4.955
5/29/2025 1:27,233.388,0,142.08,-13.119,26.4,26.4,0.097,0.435,3.257,4.951
5/29/2025 1:27,233.388,0,143.21,33.262,26.4,26.5,0.095,0.478,3.257,4.944
5/29/2025 1:27,233.663,0,142.04,-11.896,26.5,26.4,0.088,0.502,3.256,4.942
5/29/2025 1:27,233.536,0,143.7,41.499,26.4,26.4,0.096,0.45,3.257,4.946
5/29/2025 1:27,233.514,0,142.21,-11.896,26.5,26.4,0.095,0.406,3.259,4.957
5/29/2025 1:27,233.091,0,142.43,-8.5424,26.5,26.2,0.092,0.442,3.256,4.947
5/29/2025 1:27,233.619,0,143.48,37.228,26.4,26.4,0.095,0.425,3.259,4.955
5/29/2025 1:27,233.767,0.001,142.25,-11.59,26.5,26.4,0.098,0.47,3.257,4.951
5/29/2025 1:27,233.179,0,143.52,38.746,26.4,26.3,0.094,0.447,3.256,4.947
5/29/2025 1:27,233.157,0,142.21,-10.367,26.2,26.5,0.095,0.489,3.256,4.944
5/29/2025 1:27,233.322,0,142.08,-16.473,26.4,26.4,0.098,0.44,3.257,4.947
5/29/2025 1:27,232.987,0,141.95,-17.085,26.4,26.4,0.095,0.464,3.256,4.946
5/29/2025 1:27,233.075,0,142.9,22.579,26.3,26.4,0.095,0.466,3.256,4.946
5/29/2025 1:27,233.41,0,142.21,-3.9653,26.4,26.4,0.098,0.457,3.259,4.953
5/29/2025 1:27,233.833,0.001,142.21,-12.202,26.4,26.4,0.095,0.452,3.257,4.953
5/29/2025 1:27,233.789,0.001,143.7,43.028,26.4,26.4,0.096,0.482,3.257,4.947
5/29/2025 1:27,233.218,0,142.3,-17.696,26.5,26.4,0.099,0.498,3.257,4.946
5/29/2025 1:27,233.619,0,142.3,-11.284,26.5,26.5,0.096,0.48,3.257,4.944
5/29/2025 1:28,233.663,0,142.25,-10.673,26.3,26.4,0.095,0.481,3.257,4.949
5/29/2025 1:28,233.24,0,143.3,33.568,26.3,26.5,0.099,0.479,3.257,4.949
5/29/2025 1:28,233.009,0,143.52,44.241,26.4,26.4,0.096,0.461,3.256,4.949
5/29/2025 1:28,233.135,0,142.13,-10.061,26.2,26.3,0.095,0.504,3.256,4.942
5/29/2025 1:28,233.179,0,143.48,40.276,26.4,26.4,0.099,0.488,3.256,4.94
5/29/2025 1:28,233.707,0.001,142.43,-10.367,26.5,26.5,0.095,0.491,3.257,4.946
5/29/2025 1:28,233.448,0,142.08,-18.92,26.4,26.5,0.096,0.471,3.257,4.951
5/29/2025 1:28,233.306,0,143.6,42.111,26.4,26.4,0.098,0.481,3.256,4.951
5/29/2025 1:28,233.322,0,143.34,35.393,26.3,26.5,0.093,0.47,3.256,4.944
5/29/2025 1:28,233.322,0,142.17,-17.085,26.3,26.5,0.095,0.456,3.257,4.947
5/29/2025 1:28,233.47,0,142.21,-12.814,26.4,26.4,0.091,0.457,3.259,4.949
5/29/2025 1:28,233.575,0,142.08,-14.638,26.5,26.4,0.095,0.454,3.259,4.953
5/29/2025 1:28,233.492,0,142.51,1.5186,26.4,26.5,0.096,0.378,3.257,4.957
5/29/2025 1:28,233.597,0,142.43,2.4362,26.4,26.3,0.089,0.4,3.257,4.955
5/29/2025 1:28,233.41,0,142.21,-6.7073,26.4,26.6,0.094,0.444,3.257,4.951
5/29/2025 1:28,233.641,0,142.17,-8.8482,26.4,26.4,0.096,0.442,3.257,4.949
5/29/2025 1:28,233.641,0,142.25,-10.061,26.4,26.2,0.091,0.394,3.257,4.953
5/29/2025 1:28,233.075,0,142.77,8.2365,26.4,26.4,0.096,0.41,3.257,4.951
5/29/2025 1:28,233.053,0,143.26,29.287,26.5,26.4,0.096,0.45,3.256,4.942
5/29/2025 1:28,233.218,0,142.65,6.0957,26.3,26.2,0.095,0.448,3.256,4.942
5/29/2025 1:28,233.492,0,142.3,-9.4599,26.4,26.4,0.096,0.4,3.257,4.953
5/29/2025 1:28,233.492,0,142.43,-10.061,26.5,26.4,0.099,0.421,3.259,4.955
5/29/2025 1:28,232.883,0,143.82,46.688,26.3,26.4,0.095,0.443,3.257,4.942
5/29/2025 1:28,233.388,0,142.17,-13.425,26.4,26.4,0.095,0.436,3.256,4.946
5/29/2025 1:28,233.707,0,143.16,27.462,26.4,26.4,0.099,0.48,3.257,4.944
5/29/2025 1:28,233.47,0,143.82,50.653,26.5,26.4,0.092,0.419,3.257,4.955
5/29/2025 1:28,233.41,0,142.13,-11.896,26.5,26.4,0.095,0.443,3.257,4.951
5/29/2025 1:28,233.937,0.001,141.61,-24.098,26.4,26.4,0.099,0.439,3.257,4.953
5/29/2025 1:28,233.448,0,142.77,25.321,26.4,26.4,0.088,0.519,3.257,4.944
5/29/2025 1:28,233.135,0,142.99,25.321,26.4,26.4,0.096,0.474,3.256,4.942
5/29/2025 1:28,233.553,0,142.47,-5.1781,26.5,26.5,0.098,0.456,3.259,4.949
5/29/2025 1:28,233.707,0.001,142.21,-16.167,26.4,26.4,0.092,0.421,3.257,4.953
5/29/2025 1:28,232.971,0,142.69,4.8723,26.3,26.5,0.095,0.447,3.257,4.951
5/29/2025 1:28,233.031,0,142.17,-8.5424,26.5,26.4,0.096,0.503,3.256,4.944
5/29/2025 1:28,233.24,0,142.25,-10.673,26.4,26.4,0.095,0.514,3.257,4.938
5/29/2025 1:28,233.729,0.001,142.34,-9.4599,26.4,26.4,0.096,0.47,3.257,4.949
5/29/2025 1:28,233.745,0.001,142.21,-13.425,26.5,26.3,0.098,0.474,3.259,4.947
5/29/2025 1:29,233.075,0,142.08,-17.391,26.4,26.5,0.095,0.469,3.254,4.94
5/29/2025 1:29,233.262,0,142.6,6.7073,26.2,26.5,0.096,0.468,3.257,4.946
5/29/2025 1:29,233.388,0,142.08,-10.367,26.3,26.4,0.099,0.49,3.257,4.949
5/29/2025 1:29,233.135,0,142.3,-7.6248,26.4,26.5,0.093,0.468,3.256,4.946
5/29/2025 1:29,232.949,0,143.7,46.382,26.4,26.4,0.096,0.446,3.257,4.947
5/29/2025 1:29,233.553,0,143.65,43.323,26.4,26.5,0.098,0.504,3.256,4.944
5/29/2025 1:29,233.767,0.001,143.65,44.547,26.5,26.6,0.096,0.513,3.257,4.946
5/29/2025 1:29,233.344,0,142.25,-7.9307,26.4,26.5,0.096,0.489,3.257,4.942
5/29/2025 1:29,233.218,0,142.13,-14.944,26.3,26.4,0.099,0.433,3.259,4.953
5/29/2025 1:29,233.24,0,143.78,50.041,26.4,26.4,0.095,0.464,3.257,4.949
5/29/2025 1:29,233.366,0,142.25,-13.425,26.3,26.4,0.094,0.489,3.256,4.942
5/29/2025 1:29,233.553,0,143.12,17.696,26.5,26.4,0.099,0.467,3.259,4.949
5/29/2025 1:29,233.306,0,143.78,49.124,26.4,26.5,0.096,0.442,3.257,4.951
5/29/2025 1:29,233.306,0,142.04,-14.343,26.3,26.4,0.095,0.479,3.257,4.947
5/29/2025 1:29,233.47,0,141.99,-12.202,26.5,26.2,0.096,0.457,3.257,4.951
5/29/2025 1:29,233.24,0,142.08,-16.167,26.4,26.4,0.094,0.451,3.257,4.951
5/29/2025 1:29,233.157,0,143.82,46.688,26.4,26.5,0.095,0.383,3.257,4.955
5/29/2025 1:29,233.745,0.001,142.38,-8.8482,26.4,26.4,0.092,0.438,3.256,4.947
5/29/2025 1:29,233.448,0,142.38,-9.154,26.3,26.3,0.094,0.425,3.259,4.953
5/29/2025 1:29,232.949,0,141.95,-21.356,26.3,26.4,0.095,0.383,3.259,4.953
5/29/2025 1:29,233.284,0,141.86,-19.827,26.5,26.2,0.089,0.419,3.257,4.947
5/29/2025 1:29,233.707,0.001,141.95,-12.814,26.4,26.5,0.096,0.454,3.257,4.946
5/29/2025 1:29,233.685,0.001,143.38,39.358,26.5,26.5,0.096,0.435,3.257,4.951
5/29/2025 1:29,233.388,0,143.7,43.323,26.5,26.2,0.091,0.392,3.257,4.953
