timestamp,gimbal_position_deg,gimbal_speed_hz,wheel_speed_hz,wheel_accel_rad_s2,tmp_bot_C,tmp_top_C,cur_3v3_A,cur_5V_A,vol_3v3_V,vol_5V_V
5/29/2025 1:11,233.492,0,141.99,-11.284,26.2,26.2,0.095,0.479,3.257,4.947
5/29/2025 1:11,233.514,0,142.3,-6.7073,26.2,26.2,0.092,0.469,3.256,4.946
5/29/2025 1:11,233.448,0,142.21,-12.508,26.1,26.3,0.095,0.431,3.256,4.947
5/29/2025 1:11,233.322,0,142.25,-9.7552,26.4,26.4,0.096,0.466,3.257,4.946
5/29/2025 1:11,233.157,0,143.04,14.944,26.4,26.1,0.095,0.415,3.259,4.947
5/29/2025 1:11,233.47,0,143.3,26.239,26.1,26.2,0.095,0.468,3.257,4.94
5/29/2025 1:11,233.536,0,143.65,42.416,26.4,26.4,0.099,0.375,3.254,4.955
5/29/2025 1:11,233.091,0,142.13,-17.391,26.4,26.3,0.095,0.467,3.257,4.951
5/29/2025 1:11,233.075,0,142.17,-14.343,26.2,26.2,0.096,0.436,3.257,4.953
5/29/2025 1:11,233.053,0,142.04,-18.614,26.2,26.4,0.098,0.428,3.259,4.949
5/29/2025 1:11,233.514,0,142.47,2.4362,26.3,26.4,0.096,0.435,3.259,4.949
5/29/2025 1:11,233.053,0,142.47,3.6595,26.3,26.4,0.096,0.428,3.257,4.953
5/29/2025 1:11,233.091,0,142.17,-14.037,26.4,26.2,0.098,0.411,3.259,4.955
5/29/2025 1:11,233.663,0.001,142.21,-15.556,26.4,26.3,0.095,0.417,3.256,4.949
5/29/2025 1:12,233.553,0,143.04,13.731,26.1,26.3,0.094,0.432,3.257,4.951
5/29/2025 1:12,232.971,0,142.6,3.9653,26.3,26.2,0.099,0.463,3.257,4.947
5/29/2025 1:12,233.322,0,142.17,-12.508,26.4,26.2,0.095,0.452,3.257,4.949
5/29/2025 1:12,233.24,0,142.21,-9.7552,26.2,26.2,0.096,0.411,3.259,4.958
5/29/2025 1:12,233.492,0,142.25,-8.8482,26.2,26.2,0.098,0.459,3.256,4.947
5/29/2025 1:12,233.41,0,143.52,44.241,26.4,26.2,0.095,0.482,3.257,4.946
5/29/2025 1:12,233.597,0,142.77,12.508,26,26.2,0.094,0.46,3.256,4.949
5/29/2025 1:12,233.47,0,142.3,-9.4599,26.2,26.2,0.096,0.462,3.256,4.946
5/29/2025 1:12,233.157,0,142.17,-16.167,26.4,26.2,0.095,0.442,3.259,4.953
5/29/2025 1:12,233.306,0,142.08,-15.25,26.2,26.2,0.095,0.457,3.259,4.949
5/29/2025 1:12,233.366,0,142.95,26.545,26.3,26,0.088,0.502,3.257,4.942
5/29/2025 1:12,233.135,0,141.91,-17.085,26.2,26.4,0.095,0.452,3.256,4.951
5/29/2025 1:12,233.597,0,143.38,38.145,26.1,26.3,0.098,0.468,3.256,4.947
5/29/2025 1:12,233.575,0,142.21,-14.037,26.3,26.2,0.089,0.45,3.256,4.947
5/29/2025 1:12,233.135,0,142.3,-12.814,26.4,26.4,0.096,0.494,3.257,4.944
5/29/2025 1:12,233.427,0,143.16,18.614,26.3,26.2,0.096,0.483,3.256,4.942
5/29/2025 1:12,233.641,0,142.34,-9.7552,26.2,26.2,0.092,0.469,3.256,4.944
5/29/2025 1:12,233.388,0,143.65,45.158,26.4,26.2,0.096,0.46,3.257,4.951
5/29/2025 1:12,233.322,0,143.7,49.43,26.1,26.4,0.098,0.483,3.259,4.949
5/29/2025 1:12,233.536,0,142.04,-13.425,26.3,26.2,0.095,0.448,3.257,4.951
5/29/2025 1:12,233.663,0,142.21,-7.319,26.3,26.3,0.096,0.467,3.257,4.947
5/29/2025 1:12,233.113,0,142.13,-15.861,26.5,26.2,0.099,0.446,3.257,4.951
5/29/2025 1:12,233.075,0,142.13,-15.25,26.3,26.2,0.095,0.458,3.257,4.951
5/29/2025 1:12,233.663,0,142.86,10.979,26.3,26.2,0.094,0.463,3.257,4.949
5/29/2025 1:12,233.536,0,142.3,-10.061,26.2,26.2,0.1,0.444,3.257,4.947
5/29/2025 1:12,233.009,0,142.3,-11.284,26.4,26.2,0.091,0.469,3.259,4.947
5/29/2025 1:12,233.24,0,142.25,-11.896,26.3,26.2,0.095,0.442,3.259,4.953
5/29/2025 1:12,233.597,0,143.74,43.935,26.2,26.2,0.101,0.428,3.256,4.947
5/29/2025 1:12,233.47,0,142.13,-18.002,26.3,26.2,0.088,0.486,3.257,4.944
5/29/2025 1:12,233.427,0,141.99,-16.779,26.2,26.2,0.095,0.49,3.257,4.944
5/29/2025 1:12,233.685,0.001,142.13,-7.9307,26.4,26.4,0.096,0.495,3.257,4.949
5/29/2025 1:12,233.427,0,143.6,48.818,26.2,26.2,0.093,0.459,3.257,4.947
5/29/2025 1:12,233.575,0,142.3,-7.319,26.2,26.3,0.094,0.366,3.257,4.951
5/29/2025 1:12,233.448,0,142.3,-6.7073,26.4,26.3,0.098,0.37,3.257,4.951
5/29/2025 1:12,233.091,0,142.47,-4.577,26.2,26.2,0.095,0.465,3.256,4.944
5/29/2025 1:12,233.344,0,142.21,-11.896,26.2,26.3,0.094,0.483,3.256,4.94
5/29/2025 1:12,233.619,0,142.25,-12.508,26.4,26.5,0.098,0.424,3.256,4.951
5/29/2025 1:13,233.24,0,143.26,25.933,26.3,26.4,0.095,0.449,3.259,4.955
5/29/2025 1:13,233.344,0,142.08,-11.896,26.4,26.3,0.096,0.48,3.259,4.949
5/29/2025 1:13,233.427,0,142.47,0,26.4,26.3,0.099,0.497,3.257,4.947
5/29/2025 1:13,233.157,0,143.6,46.382,26.4,26.5,0.095,0.442,3.257,4.947
5/29/2025 1:13,233.053,0,142.86,13.731,26.2,26.2,0.096,0.476,3.257,4.949
5/29/2025 1:13,232.905,0,143.34,35.393,26.4,26.3,0.099,0.458,3.259,4.951
5/29/2025 1:13,233.47,0,142.08,-13.119,26.3,26.4,0.095,0.412,3.257,4.957
5/29/2025 1:13,232.866,0,142.04,-11.896,26.4,26.2,0.095,0.452,3.257,4.953
5/29/2025 1:13,233.075,0,142.17,-9.154,26.3,26.3,0.099,0.473,3.257,4.947
5/29/2025 1:13,233.284,0,142.21,-10.979,26.3,26.3,0.097,0.431,3.257,4.951
5/29/2025 1:13,233.157,0,141.95,-9.4599,26.5,26.3,0.097,0.439,3.257,4.951
5/29/2025 1:13,233.47,0,141.86,-12.202,26.3,26.2,0.096,0.485,3.256,4.94
5/29/2025 1:13,233.113,0,141.91,-13.425,26.2,26.3,0.095,0.503,3.256,4.942
5/29/2025 1:13,233.284,0,142.47,4.2712,26.2,26.2,0.096,0.443,3.259,4.953
5/29/2025 1:13,233.113,0,143.52,39.664,26.3,26.1,0.098,0.487,3.257,4.947
5/29/2025 1:13,233.514,0,142.55,-0.90697,26.2,26.2,0.095,0.438,3.257,4.947
5/29/2025 1:13,233.597,0,142.21,-13.119,26.2,26.3,0.097,0.497,3.256,4.944
5/29/2025 1:13,233.366,0,142.13,-13.731,26.4,26.1,0.09,0.506,3.257,4.944
5/29/2025 1:13,233.091,0,142.34,-12.814,26.2,26.2,0.096,0.474,3.257,4.946
5/29/2025 1:13,233.366,0,143.78,49.43,26.2,26.2,0.095,0.502,3.256,4.946
5/29/2025 1:13,233.729,0.001,142.65,7.319,26.5,26.2,0.089,0.453,3.256,4.951
5/29/2025 1:13,233.47,0,142.21,-14.944,26.1,26.4,0.096,0.435,3.257,4.951
5/29/2025 1:13,233.366,0,143.38,32.345,26.4,26.2,0.096,0.498,3.257,4.942
5/29/2025 1:13,233.366,0,142.43,-6.7073,26.4,26.2,0.096,0.479,3.257,4.947
5/29/2025 1:13,233.514,0,142.3,-3.3537,26.3,26.2,0.096,0.452,3.257,4.949
5/29/2025 1:13,233.113,0,142.13,-16.779,26.1,26.3,0.096,0.451,3.259,4.953
5/29/2025 1:13,233.262,0,142.08,-13.119,26.2,26.3,0.095,0.474,3.256,4.944
5/29/2025 1:13,233.322,0,142.38,-4.2712,26.2,26.2,0.096,0.468,3.256,4.944
5/29/2025 1:13,233.899,0.001,142.21,-12.202,26.4,26.3,0.097,0.505,3.256,4.942
5/29/2025 1:13,233.41,0,142.77,8.5424,26.4,26.3,0.095,0.464,3.256,4.951
5/29/2025 1:13,233.201,0,142.04,-17.085,26.4,26.2,0.095,0.445,3.259,4.947
5/29/2025 1:13,233.284,0,142.25,-8.2365,26.4,26.4,0.1,0.492,3.257,4.944
