timestamp,gimbal_position_deg,gimbal_speed_hz,wheel_speed_hz,wheel_accel_rad_s2,tmp_bot_C,tmp_top_C,cur_3v3_A,cur_5V_A,vol_3v3_V,vol_5V_V,cmd_wheel_torque_mNm,event
2025-05-29 06:06:35,321.026,0.0,142.21,-13.731,25.7,25.6,0.094,0.499,3.256,4.94,0.49,
2025-05-29 06:06:36,320.977,0.0,142.21,-11.59,25.7,25.6,0.098,0.464,3.256,4.944,0.49,
2025-05-29 06:06:37,321.185,0.0,142.21,-13.731,25.9,25.4,0.088,0.466,3.254,4.942,0.49,
2025-05-29 06:06:38,321.416,0.0,142.04,-17.085,25.8,25.7,0.095,0.422,3.257,4.951,0.49,
2025-05-29 06:06:39,321.487,0.001,142.77,8.2365,25.8,25.5,0.095,0.469,3.257,4.947,0.49,
2025-05-29 06:06:40,321.465,0.001,142.25,-11.59,25.7,25.5,0.096,0.472,3.257,4.949,0.49,
2025-05-29 06:06:41,320.999,0.0,143.91,50.347,25.8,25.4,0.098,0.447,3.257,4.951,0.49,
2025-05-29 06:06:42,320.768,0.0,142.3,-13.425,25.7,25.6,0.091,0.438,3.254,4.946,0.49,
2025-05-29 06:06:43,321.114,0.0,143.3,31.122,25.8,25.6,0.096,0.462,3.254,4.944,0.49,
2025-05-29 06:06:44,321.07,0.0,142.13,-15.861,25.6,25.7,0.094,0.458,3.256,4.949,0.49,
2025-05-29 06:06:45,321.141,0.0,142.04,-10.673,25.7,25.6,0.096,0.446,3.257,4.947,0.49,
2025-05-29 06:06:46,321.026,0.0,143.16,30.816,25.6,25.5,0.096,0.472,3.256,4.942,0.49,
2025-05-29 06:06:47,321.394,0.0,143.08,24.71,25.7,25.6,0.095,0.458,3.256,4.949,0.49,
2025-05-29 06:06:48,321.185,0.0,142.25,-10.367,25.9,25.6,0.095,0.496,3.256,4.942,0.49,
2025-05-29 06:06:49,321.416,0.0,142.17,-11.896,25.6,25.5,0.095,0.482,3.256,4.947,0.49,
2025-05-29 06:06:50,321.509,0.001,142.17,-13.119,25.7,25.6,0.096,0.508,3.257,4.944,0.49,
2025-05-29 06:06:51,321.279,0.0,142.99,17.391,25.6,25.4,0.095,0.485,3.257,4.951,0.49,
2025-05-29 06:06:52,321.465,0.001,142.17,-12.814,25.8,25.6,0.093,0.472,3.257,4.947,0.49,
2025-05-29 06:06:53,320.955,0.0,142.34,-9.154,25.7,25.4,0.094,0.463,3.257,4.949,0.49,
2025-05-29 06:06:54,320.977,0.0,142.17,-18.614,25.5,25.6,0.095,0.511,3.256,4.94,0.49,
2025-05-29 06:06:55,321.048,0.0,142.3,-6.4015,25.6,25.5,0.098,0.499,3.256,4.947,0.49,
2025-05-29 06:06:56,321.141,0.0,142.3,-7.6248,25.7,25.4,0.09,0.48,3.256,4.942,0.49,
2025-05-29 06:06:57,321.301,0.0,142.21,-13.119,25.9,25.6,0.096,0.436,3.256,4.953,0.49,
2025-05-29 06:06:58,321.443,0.0,142.99,14.037,25.7,25.4,0.096,0.492,3.257,4.946,0.49,
2025-05-29 06:06:59,321.048,0.0,142.17,-14.638,25.8,25.5,0.095,0.485,3.257,4.949,0.49,
